song name,artist,wav file location
Soul Meets Body,Death Cab for Cutie,downloads/Soul Meets Body - Death Cab for Cutie.wav
Achilles Come Down,Gang of Youths,downloads/Achilles Come Down - Gang of Youths.wav
Candy Paint,Post Malone,downloads/Candy Paint - Post Malone.wav
Bet U Wanna,Sabrina Carpenter,downloads/Bet U Wanna - Sabrina Carpenter.wav
Butterfly,Crazy Town,downloads/Butterfly - Crazy Town.wav
John Redcorn,Sir,downloads/John Redcorn - Sir.wav
come down soon,Lizzy McAlpine,downloads/come down soon - Lizzy McAlpine.wav
tHIS iS mE TRyiNg,Taylor Swift,downloads/tHIS iS mE TRyiNg - Taylor Swift.wav
Good News,Mac Miller,downloads/Good News - Mac Miller.wav
safety net (feat. Ty Dolla $ign),Ariana Grande,downloads/safety net (feat. Ty Dolla $ign) - Ariana Grande.wav
Do Not Disturb,Drake,downloads/Do Not Disturb - Drake.wav
RUNRUNRUN,Dutch Melrose,downloads/RUNRUNRUN - Dutch Melrose.wav
dothatshit!,Playboi Carti,downloads/dothatshit! - Playboi Carti.wav
Disasterpiece,Slipknot,downloads/Disasterpiece - Slipknot.wav
Shower,Becky G,downloads/Shower - Becky G.wav
Drain You,Nirvana,downloads/Drain You - Nirvana.wav
Me Gustas Tu,Manu Chao,downloads/Me Gustas Tu - Manu Chao.wav
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,"downloads/After The Storm (feat. Tyler, The Creator & Bootsy Collins) - Kali Uchis.wav"
Best Day of My Life,American Authors,downloads/Best Day of My Life - American Authors.wav
Jumpman,Drake,downloads/Jumpman - Drake.wav
Found (feat. Brent Faiyaz),TEms,downloads/Found (feat. Brent Faiyaz) - TEms.wav
choke,I DONT KNOW HOW BUT THEY FOUND ME,downloads/choke - I DONT KNOW HOW BUT THEY FOUND ME.wav
Crazy,Aerosmith,downloads/Crazy - Aerosmith.wav
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,downloads/EVERY CHANCE I GET (feat. Lil Baby & Lil Durk) - DJ Khaled.wav
Nem de Graça,Pixote,downloads/Nem de Graça - Pixote.wav
Pump It,Black Eyed Peas,downloads/Pump It - Black Eyed Peas.wav
Brooklyn Bridge to Chorus,The Strokes,downloads/Brooklyn Bridge to Chorus - The Strokes.wav
Chaconne,ENHYPEN,downloads/Chaconne - ENHYPEN.wav
Will He,Joji,downloads/Will He - Joji.wav
You're So Vain,Carly Simon,downloads/You're So Vain - Carly Simon.wav
Myself,NAV,downloads/Myself - NAV.wav
My Way,Frank Sinatra,downloads/My Way - Frank Sinatra.wav
23,Mike Will Made-It,downloads/23 - Mike Will Made-It.wav
My Number,Foals,downloads/My Number - Foals.wav
Selfish,Slum Village,downloads/Selfish - Slum Village.wav
Northern Attitude (with Hozier),Noah Kahan,downloads/Northern Attitude (with Hozier) - Noah Kahan.wav
Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk,downloads/Get Lucky (feat. Pharrell Williams and Nile Rodgers) - Daft Punk.wav
Come on Let's Go,Broadcast,downloads/Come on Let's Go - Broadcast.wav
Body,Mother Mother,downloads/Body - Mother Mother.wav
Binz,Solange,downloads/Binz - Solange.wav
Penélope Charmosa 2,Boladin 211,downloads/Penélope Charmosa 2 - Boladin 211.wav
It Ain't Me (with Selena Gomez),Kygo,downloads/It Ain't Me (with Selena Gomez) - Kygo.wav
Sister Golden Hair,America,downloads/Sister Golden Hair - America.wav
PIMMIE'S DILEMMA,Pimmie,downloads/PIMMIE'S DILEMMA - Pimmie.wav
Fifteen (Taylor’s Version),Taylor Swift,downloads/Fifteen (Taylor’s Version) - Taylor Swift.wav
affection,Between Friends,downloads/affection - Between Friends.wav
Just Give Me a Reason (feat. Nate Ruess),P!nk,downloads/Just Give Me a Reason (feat. Nate Ruess) - P!nk.wav
butch 4 butch,Rio Romeo,downloads/butch 4 butch - Rio Romeo.wav
Heartbeat (BTS World Original Soundtrack),BTS,downloads/Heartbeat (BTS World Original Soundtrack) - BTS.wav
Psycho Pass,Xavier Wulf,downloads/Psycho Pass - Xavier Wulf.wav
Still Loving You,Scorpions,downloads/Still Loving You - Scorpions.wav
RIOT,xxxtentacion,downloads/RIOT - xxxtentacion.wav
YOUTOPIA,Bring Me the Horizon,downloads/YOUTOPIA - Bring Me the Horizon.wav
Breathe (In The Air),Pink Floyd,downloads/Breathe (In The Air) - Pink Floyd.wav
Break My Stride,Matthew Wilder,downloads/Break My Stride - Matthew Wilder.wav
Tempest,Deftones,downloads/Tempest - Deftones.wav
Major Distribution,Drake,downloads/Major Distribution - Drake.wav
In My Dreams,Red Velvet,downloads/In My Dreams - Red Velvet.wav
The Taste of Ink,The Used,downloads/The Taste of Ink - The Used.wav
Love between...,Kali Uchis,downloads/Love between... - Kali Uchis.wav
Prices,LIL UZI VERT,downloads/Prices - LIL UZI VERT.wav
"Goodbye, My Danish Sweetheart",Mitski,"downloads/Goodbye, My Danish Sweetheart - Mitski.wav"
Please Be Rude,Gigi Perez,downloads/Please Be Rude - Gigi Perez.wav
Good Parts (when the quality is bad but I am),LE SSERAFIM,downloads/Good Parts (when the quality is bad but I am) - LE SSERAFIM.wav
Take a Walk,Passion Pit,downloads/Take a Walk - Passion Pit.wav
so far away (Feat. SURAN),Agust D,downloads/so far away (Feat. SURAN) - Agust D.wav
Delusional,Ken Carson,downloads/Delusional - Ken Carson.wav
Breathe,yeat,downloads/Breathe - yeat.wav
Black Star,Radiohead,downloads/Black Star - Radiohead.wav
Chandelier,Sia,downloads/Chandelier - Sia.wav
Ten Duel Commandments,Lin-Manuel Miranda,downloads/Ten Duel Commandments - Lin-Manuel Miranda.wav
Heavenly,Cigarettes After Sex,downloads/Heavenly - Cigarettes After Sex.wav
Puppeteer,Jorge Rivera-Herrans,downloads/Puppeteer - Jorge Rivera-Herrans.wav
I Will Follow You Into The Dark,Death Cab for Cutie,downloads/I Will Follow You Into The Dark - Death Cab for Cutie.wav
Dance Macabre,Ghost,downloads/Dance Macabre - Ghost.wav
Savior,Interlude - Kendrick Lamar,downloads/Savior - Interlude - Kendrick Lamar.wav
Ready or Not,Bridgit Mendler,downloads/Ready or Not - Bridgit Mendler.wav
Mamma Mia,From 'Mamma Mia!' Original Motion Picture Soundtrack - Meryl Streep,downloads/Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack - Meryl Streep.wav
Naive,The Kooks,downloads/Naive - The Kooks.wav
H.O.O.D,Kneecap,downloads/H.O.O.D - Kneecap.wav
Crazy,Gnarls Barkley,downloads/Crazy - Gnarls Barkley.wav
Heavy Is the Crown,Linkin Park,downloads/Heavy Is the Crown - Linkin Park.wav
Peaches,Kai,downloads/Peaches - Kai.wav
Mercy,Shawn Mendes,downloads/Mercy - Shawn Mendes.wav
that’s so true,Gracie Abrams,downloads/that’s so true - Gracie Abrams.wav
WE NEED ALL DA VIBES,Playboi Carti,downloads/WE NEED ALL DA VIBES - Playboi Carti.wav
Bartender,Lana Del Rey,downloads/Bartender - Lana Del Rey.wav
Thirsty,aespa,downloads/Thirsty - aespa.wav
One Less Lonely Girl,Justin Bieber,downloads/One Less Lonely Girl - Justin Bieber.wav
TURiSTA,Bad Bunny,downloads/TURiSTA - Bad Bunny.wav
What More Can I Say,The Notations,downloads/What More Can I Say - The Notations.wav
"Ai, Amor",ANAVITÓRIA,"downloads/Ai, Amor - ANAVITÓRIA.wav"
Pop Muzik,M,downloads/Pop Muzik - M.wav
Marry You,Bruno Mars,downloads/Marry You - Bruno Mars.wav
Unlike Anything,Men I Trust,downloads/Unlike Anything - Men I Trust.wav
A Cruel Affair,beabadoobee,downloads/A Cruel Affair - beabadoobee.wav
Close,Nick Jonas,downloads/Close - Nick Jonas.wav
Big Poppa,2007 Remaster - The Notorious B.I.G.,downloads/Big Poppa - 2007 Remaster - The Notorious B.I.G..wav
Dear Theodosia,Leslie Odom Jr.,downloads/Dear Theodosia - Leslie Odom Jr..wav
If I Were a Boy,Beyoncé,downloads/If I Were a Boy - Beyoncé.wav
Igor's Theme,"Tyler, the Creator","downloads/Igor's Theme - Tyler, the Creator.wav"
What Do You Mean?,Justin Bieber,downloads/What Do You Mean? - Justin Bieber.wav
Tick-Tack,Illit,downloads/Tick-Tack - Illit.wav
Good for You,Selena Gomez,downloads/Good for You - Selena Gomez.wav
¿Porqué Te Vas?,Jeanette,downloads/¿Porqué Te Vas? - Jeanette.wav
Papercut,Linkin Park,downloads/Papercut - Linkin Park.wav
Leave Me Alone,Flipp Dinero,downloads/Leave Me Alone - Flipp Dinero.wav
Remember Summer Days,Anri,downloads/Remember Summer Days - Anri.wav
Turn The Lights Off,Tally Hall,downloads/Turn The Lights Off - Tally Hall.wav
Why Do I Cry,Margo Guryan,downloads/Why Do I Cry - Margo Guryan.wav
i hate u,SZA,downloads/i hate u - SZA.wav
Monëy So Big,yeat,downloads/Monëy So Big - yeat.wav
My Oh My (feat. DaBaby),Camila Cabello,downloads/My Oh My (feat. DaBaby) - Camila Cabello.wav
Alameda,Elliott Smith,downloads/Alameda - Elliott Smith.wav
Don't Cry,J Dilla,downloads/Don't Cry - J Dilla.wav
Fallen Star,The Neighbourhood,downloads/Fallen Star - The Neighbourhood.wav
LV Sandals,EsDeeKid,downloads/LV Sandals - EsDeeKid.wav
First Day of My Life,Bright Eyes,downloads/First Day of My Life - Bright Eyes.wav
Government Hooker,Lady Gaga,downloads/Government Hooker - Lady Gaga.wav
Gata Only,FloyyMenor,downloads/Gata Only - FloyyMenor.wav
The Passenger,Iggy Pop,downloads/The Passenger - Iggy Pop.wav
Watch Your Mouth,The Backseat Lovers,downloads/Watch Your Mouth - The Backseat Lovers.wav
Roar,Katy Perry,downloads/Roar - Katy Perry.wav
Maria Maria (feat. The Product G&B),Santana,downloads/Maria Maria (feat. The Product G&B) - Santana.wav
Onde Anda Você,Toquinho,downloads/Onde Anda Você - Toquinho.wav
Hood Gone Love It (feat. Kendrick Lamar),Jay Rock,downloads/Hood Gone Love It (feat. Kendrick Lamar) - Jay Rock.wav
Glue Song (feat. Clairo),beabadoobee,downloads/Glue Song (feat. Clairo) - beabadoobee.wav
Taco Truck x VB,Lana Del Rey,downloads/Taco Truck x VB - Lana Del Rey.wav
LO$ER=LO♡ER,TOMORROW X TOGETHER,downloads/LO$ER=LO♡ER - TOMORROW X TOGETHER.wav
Gouge Away,Pixies,downloads/Gouge Away - Pixies.wav
SLICKMAN,Skrillex,downloads/SLICKMAN - Skrillex.wav
Birthday,Katy Perry,downloads/Birthday - Katy Perry.wav
Climbing Up the Walls,Radiohead,downloads/Climbing Up the Walls - Radiohead.wav
Daisy,Ashnikko,downloads/Daisy - Ashnikko.wav
Feeling This,blink-182,downloads/Feeling This - blink-182.wav
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,downloads/Superhero (Heroes & Villains) [with Future & Chris Brown] - Metro Boomin.wav
Why Do You Let Me Stay Here?,She & Him,downloads/Why Do You Let Me Stay Here? - She & Him.wav
Heart Of A Woman,Summer Walker,downloads/Heart Of A Woman - Summer Walker.wav
Mixed Personalities (feat. Kanye West),YNW Melly,downloads/Mixed Personalities (feat. Kanye West) - YNW Melly.wav
Pretty Little Fears (feat. J. Cole),6LACK,downloads/Pretty Little Fears (feat. J. Cole) - 6LACK.wav
2002,Anne-Marie,downloads/2002 - Anne-Marie.wav
Tú,MAYE,downloads/Tú - MAYE.wav
True romance,pinkpantheress,downloads/True romance - pinkpantheress.wav
Electioneering,Radiohead,downloads/Electioneering - Radiohead.wav
(Dream),Salvia Palth,downloads/(Dream) - Salvia Palth.wav
Lone Star,The Front Bottoms,downloads/Lone Star - The Front Bottoms.wav
Music Sounds Better With You,Stardust,downloads/Music Sounds Better With You - Stardust.wav
We Can't Stop,Miley Cyrus,downloads/We Can't Stop - Miley Cyrus.wav
Ma City,BTS,downloads/Ma City - BTS.wav
Solitude,Felsmann + Tiley Reinterpretation - M83,downloads/Solitude - Felsmann + Tiley Reinterpretation - M83.wav
Mood Swings (feat. Lil Tjay),Pop Smoke,downloads/Mood Swings (feat. Lil Tjay) - Pop Smoke.wav
tHe LaSt GrEaT aMeRiCaN dYnAsTy,Taylor Swift,downloads/tHe LaSt GrEaT aMeRiCaN dYnAsTy - Taylor Swift.wav
O Green World,Gorillaz,downloads/O Green World - Gorillaz.wav
Incidental II (feat. Jae Matthews),Deafheaven,downloads/Incidental II (feat. Jae Matthews) - Deafheaven.wav
Star,Mitski,downloads/Star - Mitski.wav
Come back to me,RM,downloads/Come back to me - RM.wav
Midwest Indigo,Twenty One Pilots,downloads/Midwest Indigo - Twenty One Pilots.wav
First It Giveth,Queens of the Stone Age,downloads/First It Giveth - Queens of the Stone Age.wav
Guess,Charli XCX,downloads/Guess - Charli XCX.wav
WY@,Brent Faiyaz,downloads/WY@ - Brent Faiyaz.wav
Crime Pays,Freddie Gibbs,downloads/Crime Pays - Freddie Gibbs.wav
In My Life,Remastered 2009 - The Beatles,downloads/In My Life - Remastered 2009 - The Beatles.wav
Mrs. Potato Head,Melanie Martinez,downloads/Mrs. Potato Head - Melanie Martinez.wav
Deja Vu (feat. Jay-Z),Beyoncé,downloads/Deja Vu (feat. Jay-Z) - Beyoncé.wav
We Don't Care,Kanye West,downloads/We Don't Care - Kanye West.wav
HYAENA,Travis Scott,downloads/HYAENA - Travis Scott.wav
fue mejor (feat. SZA),Kali Uchis,downloads/fue mejor (feat. SZA) - Kali Uchis.wav
Future lover,Thee Sacred Souls,downloads/Future lover - Thee Sacred Souls.wav
OHMAMI,Chase Atlantic,downloads/OHMAMI - Chase Atlantic.wav
Consume (feat. Goon Des Garcons),Chase Atlantic,downloads/Consume (feat. Goon Des Garcons) - Chase Atlantic.wav
Stacy's Mom,Fountains of Wayne,downloads/Stacy's Mom - Fountains of Wayne.wav
Bang the Doldrums,Fall Out Boy,downloads/Bang the Doldrums - Fall Out Boy.wav
Never Felt So Alone,Labrinth,downloads/Never Felt So Alone - Labrinth.wav
Someone Like You,Adele,downloads/Someone Like You - Adele.wav
Don't Speak,No Doubt,downloads/Don't Speak - No Doubt.wav
After The First Kiss,Faye Webster,downloads/After The First Kiss - Faye Webster.wav
Play Hard (feat. Ne-Yo & Akon),David Guetta,downloads/Play Hard (feat. Ne-Yo & Akon) - David Guetta.wav
I Thought About Killing You,Kanye West,downloads/I Thought About Killing You - Kanye West.wav
Insomniac,memo boy,downloads/Insomniac - memo boy.wav
Rebel Rebel,2016 Remaster - David Bowie,downloads/Rebel Rebel - 2016 Remaster - David Bowie.wav
Señorita,Shawn Mendes,downloads/Señorita - Shawn Mendes.wav
Life Will Be,Cleo Sol,downloads/Life Will Be - Cleo Sol.wav
Chasing Pavements,Adele,downloads/Chasing Pavements - Adele.wav
Oh My Angel,Bertha Tillman,downloads/Oh My Angel - Bertha Tillman.wav
did i tell u that i miss u,slowed - Adore,downloads/did i tell u that i miss u - slowed - Adore.wav
Needed Me,Rihanna,downloads/Needed Me - Rihanna.wav
Numb,Men I Trust,downloads/Numb - Men I Trust.wav
Keep On Loving You,Cigarettes After Sex,downloads/Keep On Loving You - Cigarettes After Sex.wav
Honeymoon Avenue,Ariana Grande,downloads/Honeymoon Avenue - Ariana Grande.wav
The Ballad of Eddie Jabuley,Hotel Ugly,downloads/The Ballad of Eddie Jabuley - Hotel Ugly.wav
Spillways,Ghost,downloads/Spillways - Ghost.wav
3AM,Rosé,downloads/3AM - Rosé.wav
I Am The Best,2NE1,downloads/I Am The Best - 2NE1.wav
Welcome to the Jungle,Guns N' Roses,downloads/Welcome to the Jungle - Guns N' Roses.wav
Hallucinate,Dua Lipa,downloads/Hallucinate - Dua Lipa.wav
Souvenir,Selena Gomez,downloads/Souvenir - Selena Gomez.wav
Run to the Hills,2015 Remaster - Iron Maiden,downloads/Run to the Hills - 2015 Remaster - Iron Maiden.wav
Camden,Gracie Abrams,downloads/Camden - Gracie Abrams.wav
Moonlight on the River,Mac DeMarco,downloads/Moonlight on the River - Mac DeMarco.wav
Walk Away As the Door Slams,LIL PEEP,downloads/Walk Away As the Door Slams - LIL PEEP.wav
Sugar (feat. Francesco Yates),Robin Schulz,downloads/Sugar (feat. Francesco Yates) - Robin Schulz.wav
Spring,Saint Etienne,downloads/Spring - Saint Etienne.wav
Off to the Races,Lana Del Rey,downloads/Off to the Races - Lana Del Rey.wav
The Color Violet,Tory Lanez,downloads/The Color Violet - Tory Lanez.wav
Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],Daft Punk,downloads/Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz] - Daft Punk.wav
Teenagers,My Chemical Romance,downloads/Teenagers - My Chemical Romance.wav
p*rnstar,Nessa Barrett,downloads/p*rnstar - Nessa Barrett.wav
Right Now,NewJeans,downloads/Right Now - NewJeans.wav
How,demo - Clairo,downloads/How - demo - Clairo.wav
9,Dean Blunt,downloads/9 - Dean Blunt.wav
PILLOWTALK,Zayn,downloads/PILLOWTALK - Zayn.wav
BIGGY BAP,Skrillex,downloads/BIGGY BAP - Skrillex.wav
WALK,NCT 127,downloads/WALK - NCT 127.wav
Any Way You Want It,Journey,downloads/Any Way You Want It - Journey.wav
Another Day of Sun,La La Land Cast,downloads/Another Day of Sun - La La Land Cast.wav
Homesick,Noah Kahan,downloads/Homesick - Noah Kahan.wav
Idea 10,Gibran Alcocer,downloads/Idea 10 - Gibran Alcocer.wav
Spitting Off The Edge Of The World,Yeah Yeah Yeahs,downloads/Spitting Off The Edge Of The World - Yeah Yeah Yeahs.wav
What Matters Most,Men I Trust,downloads/What Matters Most - Men I Trust.wav
These Boots Are Made for Walkin',Nancy Sinatra,downloads/These Boots Are Made for Walkin' - Nancy Sinatra.wav
For Lovers,Lamp,downloads/For Lovers - Lamp.wav
Come Out and Play,The Offspring,downloads/Come Out and Play - The Offspring.wav
#doyalike,mikeeysmind,downloads/#doyalike - mikeeysmind.wav
UNDERSTAND,Keshi,downloads/UNDERSTAND - Keshi.wav
Hell's Comin' with Me,Poor Man's Poison,downloads/Hell's Comin' with Me - Poor Man's Poison.wav
Shake It Off,Taylor Swift,downloads/Shake It Off - Taylor Swift.wav
100,Dean Blunt,downloads/100 - Dean Blunt.wav
Casual,Chappell Roan,downloads/Casual - Chappell Roan.wav
pretty isn’t pretty,Olivia Rodrigo,downloads/pretty isn’t pretty - Olivia Rodrigo.wav
Hamptons,The Marías,downloads/Hamptons - The Marías.wav
Wait For It,Leslie Odom Jr.,downloads/Wait For It - Leslie Odom Jr..wav
Style (Taylor's Version),Taylor Swift,downloads/Style (Taylor's Version) - Taylor Swift.wav
India Rubber,Radiohead,downloads/India Rubber - Radiohead.wav
Love Takes Miles,Cameron Winter,downloads/Love Takes Miles - Cameron Winter.wav
This Old Dog,Mac DeMarco,downloads/This Old Dog - Mac DeMarco.wav
Still The Same,Autumn!,downloads/Still The Same - Autumn!.wav
Fell In Luv (feat. Bryson Tiller),Playboi Carti,downloads/Fell In Luv (feat. Bryson Tiller) - Playboi Carti.wav
Honeypie,Jawny,downloads/Honeypie - Jawny.wav
Dream Sweet in Sea Major,Miracle Musical,downloads/Dream Sweet in Sea Major - Miracle Musical.wav
dream,Lisa,downloads/dream - Lisa.wav
I Think I Like When It Rains,Willis,downloads/I Think I Like When It Rains - Willis.wav
Strange,Celeste,downloads/Strange - Celeste.wav
Taste (feat. Offset),Tyga,downloads/Taste (feat. Offset) - Tyga.wav
9mm,Memphis Cult,downloads/9mm - Memphis Cult.wav
"Tonight, Tonight",Remastered 2012 - The Smashing Pumpkins,"downloads/Tonight, Tonight - Remastered 2012 - The Smashing Pumpkins.wav"
Anchor,Novo Amor,downloads/Anchor - Novo Amor.wav
You And I,Lady Gaga,downloads/You And I - Lady Gaga.wav
Your Best American Girl,Mitski,downloads/Your Best American Girl - Mitski.wav
MARIA MAGDALENA,Sevdaliza,downloads/MARIA MAGDALENA - Sevdaliza.wav
Boyz With Fun,BTS,downloads/Boyz With Fun - BTS.wav
Adore You,Harry Styles,downloads/Adore You - Harry Styles.wav
Los Pollos Hermanos,KnuckS,downloads/Los Pollos Hermanos - KnuckS.wav
So Cold,Balu Brigada,downloads/So Cold - Balu Brigada.wav
hey now (feat. Dody6),Kendrick Lamar,downloads/hey now (feat. Dody6) - Kendrick Lamar.wav
Vomitspit,MF DOOM,downloads/Vomitspit - MF DOOM.wav
Sanguine Paradise,LIL UZI VERT,downloads/Sanguine Paradise - LIL UZI VERT.wav
Ditto,NewJeans,downloads/Ditto - NewJeans.wav
Jump Then Fall (Taylor’s Version),Taylor Swift,downloads/Jump Then Fall (Taylor’s Version) - Taylor Swift.wav
BAD FOR BUSINESS,Sabrina Carpenter,downloads/BAD FOR BUSINESS - Sabrina Carpenter.wav
